Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 388,388,1,0,0,0,0,0,0,0,0,0,6.7,1,170,1,719.1,0.85,5.44,3.4,1611.6,0,122.4,0,8.61,0.34,0.63,0.22,0,0,1.7,18.7,0,11.9,0,0.14,0.07,0,0,0.48,0.26,0,164.9,0.06,7.94,15.3,0.24,117.3,307.7,22.1,0.53,9.44,0.24,0,0,0,0,0,0,0.02,0.27,0,0,0,0.04,0.09,0.06,0,0,0,0,115.65,12.24,6.63,0.09,0.24,0.12,0.05,0.02,0,21.18,17.17,7.49,1.08,3.4,0.17,11.58,30.6,0,9.13
Food 389,389,1,0,0,0,0,0,0,0,0,0,3.5,1,100,1,19,0.5,0,1,67,0,30,11,0.42,0.2,0.25,0.11,846,554,46,235,2,27,0,0.01,0.54,0,0,0.52,7.25,84.8,156,0.14,4.23,2,0.32,147,137,9.6,1.38,1.02,0.2,0,0.96,0.05,0.33,0.14,0.28,0.07,0.17,0,0.05,0.17,0.03,0,0.23,0.01,0,0,0.21,76.01,2.6,2.05,0.02,0.11,0.13,0.05,0,0,1.07,0.19,0,0,0,0.1,1.77,1,0,93.77
Food 390,390,1,0,0,1,0,0,0,0,1,0,4.4,1,160,1,46.4,0.16,0,1.6,0,14.24,1.6,0,1.03,0.19,0.27,0,32700.8,59.2,1.6,43.2,24,28.8,0,0,1.23,0,1.6,0.83,0.51,1.12,32,0.07,1.9,11.2,0.32,100.8,352,0.48,0.18,6.9,0.35,0.32,1.86,0.02,0.07,0.12,0.49,0.08,0.55,0.23,0.3,0.22,0.12,0.1,0.25,0.11,0,0.02,0.04,41.12,2.72,9.09,0.13,0.14,0.13,0.1,0,0,0.75,0.07,0.41,0,0,0.16,1.55,1.6,0,147.18
Food 391,391,1,0,0,1,0,0,0,0,1,0,1.4,1,120,1,172.8,24.24,3.24,79.2,33.6,118.92,358.8,0,5.23,1.13,0.3,0.12,195.6,2.4,4.8,3.6,0,4.8,0,4.44,1.05,0,0,0.28,0.17,0,15.6,0.25,0.89,20.4,0.24,241.2,421.2,19.68,8.76,53.72,2.05,1.82,2.81,0.26,3.55,1.74,1.26,0.07,1.44,2.19,2.96,0.9,1.18,1.21,1.14,1.22,0.15,1.02,1.68,0.67,0,0.06,0,0.06,0.12,0.83,0,0.01,29.1,1.38,5.93,3.32,97.2,0.12,1.54,1.2,0,93.4
Food 392,392,1,0,0,0,0,0,0,0,0,0,1.5,1,10,1,20.4,0.31,1.05,0.1,57.3,4.4,2,4.1,0.27,0,0.1,0.11,0,0,0.1,1.4,0,0,0,0,0.02,0,0.1,0.47,0.67,0,6.3,0,0.27,3.7,0.01,9.2,14.6,2.46,0.05,0.51,0.05,0.02,0.04,0.01,0,0,0,0.01,0.02,0.05,0.04,0,0.07,0,0,0,0,0,0,2.24,0.47,1.12,0,0,0,0,0.01,0.01,0.75,0.67,0.19,0.13,0.1,0,0.28,1.3,0,4.15
Food 393,393,1,0,0,0,0,0,0,0,0,0,4.5,1,100,1,30,0,0.1,4,0,0,0,0,0,0,0.29,0,0,0,33,19,0,14,0,0,0.33,0,0,0.27,0.1,0,2,0.06,0.82,2,1.41,12,182,1,0,0,0.19,0,0.16,0.06,0,0,0.03,0,0.18,0,0,0.15,0,0,0.19,0,0,0,0,0.64,0.2,0,0.07,0.06,0.1,0.1,0,0,0.61,0.15,0.27,0,0,0,0.6,2,0,94.99
Food 394,394,1,0,0,0,0,0,0,0,0,0,4.4,1,50,1,0,0.25,0.7,1,6.5,0,3,0,0.16,0,0.07,0,0,0,0,3,0,3.5,0,0,0.13,0,0,5.15,0.12,0,0,0,0.55,0.5,0.06,8.5,0,0.15,0.05,0,0.05,0,0.03,0,0,0,0.11,0.02,0.11,0.02,0,0,0,0,0.06,0,0,0,0,0.39,2.4,2.88,1.07,0.05,0.04,0,0,0,46.75,2.56,0.5,0,0.5,0,0.38,0.5,0,36.07
Food 395,395,1,0,0,0,0,0,0,0,0,0,7.9,1,140,1,103.6,0.98,0,0,67.2,15.26,5.6,0,0.79,0.1,0.35,0,357,0,0,12.6,0,9.8,0,0,0.26,54.46,0,1.47,0.46,1.12,208.6,0.26,4.97,49,0.1,0,7,1.68,0.04,0.77,0.38,0.05,0.3,0.2,0.64,0,0.07,0.19,0.13,0.2,0,0.09,0,0,0.26,0.11,0,0,0,121.51,4.62,0.07,0.03,0,0,0,0.01,0.04,1.11,4.9,0,0,0,0.14,1.9,23.8,0,6.59
Food 396,396,1,0,0,1,0,0,0,0,1,0,6.7,1,10,1,19.2,2.73,0.36,0.2,3.2,5.98,1.4,0,0.65,0.03,0.04,0,14.7,6,0,12.7,0,0.6,0,0.01,0.03,0,0.2,0.03,0.11,0.04,9.6,0.02,0.29,1.6,0.39,22.1,14.5,4.05,0.04,1.35,0.15,0.16,0,0.03,0.34,0.09,0.09,0,0.11,0.18,0.07,0.07,0.09,0.09,0.11,0.1,0.02,0.09,0.07,0,0,0,0.01,0,0,0,0,0,1.74,0.13,0.11,0.31,6.3,0,0.11,0,0,5.79
Food 397,397,1,0,0,0,0,0,0,0,0,0,6.8,1,150,1,390,25.65,0,114,1026,107.4,9,0,10.97,0.24,0.35,0.03,0,1.5,0,3,0,0,0,0,0.43,0.3,0,0.23,1.11,11.25,15,0.14,3.78,24,0.19,313.5,406.5,6.45,4.97,23.06,2.22,2.36,3.09,0.35,4.13,1.78,1.34,0,1.37,2.76,1.08,1.28,1.37,1.49,1.58,1.61,0.36,1.07,3.47,11.15,1.8,0,0.02,0.06,0.08,1.14,0,0,27.15,4.25,6.55,1.92,123,0,1.53,0,0,112.32
Food 398,398,1,0,0,1,0,0,0,0,1,0,5.6,1,60,1,289.2,15.12,0.78,12,1660.2,0,1.8,0,3.48,0.16,0.13,0.24,0,2.4,0,0.6,0,0,0,0,0.09,0.06,0,0.16,0.11,0.12,61.8,0,1.28,46.8,0.02,98.4,79.2,17.46,0.01,9.31,0.7,0,0.03,0.06,1.91,0.29,0.31,0.04,0.72,0.76,1.15,0.41,0.39,0.48,0.53,0.39,0.03,0.36,0.43,48.4,0.06,9.34,0,0,0.02,0.02,0.02,0.01,5.74,5.32,8.96,4.37,0,0,0.54,0,0,22.26
Food 399,399,1,0,0,1,0,0,0,0,1,0,8.3,1,80,1,95.2,2.96,1.12,103.2,36.8,63.28,1.6,0,4.21,0.13,0.18,0.39,0,0,0.8,0,0.8,4,0,1.67,0.35,0.08,0,0.1,0.94,0.56,8,0.08,1.94,0,0,179.2,117.6,15.28,1.91,21.26,1.23,1.37,1.73,0.15,2.84,1.14,0.7,0.07,0.99,1.1,1.89,0.54,0.67,1.64,0.68,0.73,0.07,0.53,1.03,0.41,0.08,0,0.02,0,0.02,0.01,0.06,0,8.3,0.98,7.26,0.22,51.2,0,1.02,0,0,49.7
Food 400,400,1,0,0,0,0,0,0,0,0,0,2.8,1,120,1,0,0,0,9.6,0,0,34.8,0,0.77,0,0.56,0.08,134.4,398.4,2.4,27.6,0,739.2,0,0,0.35,22.08,0,1.76,0.47,0,171.6,0.03,3.6,7.2,1.59,40.8,420,0.6,0.26,0.17,0.2,0,0.31,0.14,0.06,0,0.15,0.12,0.25,0.1,0,0.09,0,0,0.23,0.14,0,0,0.22,88.62,4.92,9.22,0,0.14,0.1,0.1,0,0.02,0.43,0.32,0.17,0,0,0.12,1.92,37.2,0,120
Food 401,401,1,0,0,0,0,0,0,0,0,0,3.9,1,50,1,90.5,4,1.3,42,39,0,3,0,1.94,1.38,0.14,0.02,0,0,0,7.5,0,3,0,1.03,0.38,0,0.5,0.1,0.09,0.65,2,0,1.35,8.5,0,136,299,45.2,0.06,12.08,0.84,0.73,1.13,0.16,1.83,0.56,0.53,0.07,0.7,0.88,1.14,0.3,0.54,0.63,0.65,0.56,0.12,0.56,0.7,0.38,0,0,0.04,0,0.03,0.02,0.04,0,26.05,0.87,0,0.13,43.5,0,0.62,0.5,0,35.24
Food 402,402,1,0,0,0,0,0,0,0,0,0,9.9,1,190,1,81.7,0,0,1.9,1571.3,4.56,43.7,22.8,0.82,0.37,0.43,0.32,2435.8,5.7,57,9.5,0,266,0,0,0.52,0.95,0,2.98,0.93,11.97,357.2,0.48,8.08,20.9,3.27,233.7,370.5,16.53,3.23,3.95,0.76,0,0.42,0.46,1.21,0.5,0.58,0.09,0.41,0.03,0.31,0.18,0.2,0,0.4,0.51,0,0.25,0.49,161.1,4.75,11.63,0.25,0.25,0.17,0.1,0,0,2,0.19,0.07,0,0,0.19,4.5,0,0,171.99
Food 403,403,1,0,0,1,0,0,0,0,1,0,1,1,30,1,27,3.21,0.66,0.3,84.9,0,0.3,0,0.04,0.02,0.09,0.3,0,0,0,0,0,3,0,0,0.12,0.12,0.3,0.07,0.04,0,2.4,0,0.69,0,0,0.9,36.6,0.15,0.03,4.87,0.02,0,0.01,0.01,0,0,0.01,0,0.02,0,0,0.03,0.01,0,0.01,0,0,0.03,0,0.21,0.06,0,0,0.01,0.02,0.02,0,0.01,0.31,1.66,0.11,0,17.4,0.03,0.69,0,0,14.13
Food 404,404,1,0,0,1,0,0,0,0,1,0,9.3,1,70,1,519.4,0.21,0.14,0.7,256.2,4.34,65.8,0,5.27,0.13,0.09,0.02,1124.9,395.5,1.4,319.2,0,5.6,0,0.04,0.13,0.07,0,2.28,0.13,0,223.3,0.05,2.36,8.4,1.09,14,121.1,11.97,0.12,3.96,0.1,0,0.12,0.06,0,0.07,0.08,0,0.15,0,0.07,0.07,0,0.03,0.11,0.04,0,0,0.16,19.36,2.1,1.34,0.02,0.02,0.06,0.08,0,0.28,0.56,0.31,0,0,0,0.07,1.09,16.8,0,49.36
Food 405,405,1,0,0,0,0,0,0,0,0,0,5.1,1,40,1,53.6,2.84,2.32,0,256.8,0,1.6,0,0.19,0,0.07,0.03,0,0,0,2.8,0.4,2.8,0,0,0.01,0,0,0.08,0.04,0,0,0,1.02,3.6,0,34,45.2,0.32,0.03,0,0.01,0,0,0.06,0,0,0,0,0.02,0,0,0.01,0,0,0.09,0.01,0,0.02,0.02,0.52,0.76,0,0,0,0,0.03,0,0,11.8,6.48,0,0,0,0.04,0,0,0,1.73
Food 406,406,1,0,0,0,0,0,0,0,0,0,2.3,1,80,1,167.2,2.48,1.44,60,47.2,0,4,0,2.98,1.38,0.14,0.16,0,0,0,5.6,0,0,0,1.35,0.32,0.48,0,0.82,0.16,0.08,7.2,0.08,1.02,16.8,0.07,173.6,224,15.76,3.1,16.46,1.4,1.46,1.99,0.25,3.01,0.89,0.59,0.03,1.31,1.62,1.96,0.61,0.87,1.02,0.96,0.61,0.18,0.64,0.94,0.13,0,0,0,0.03,0.01,0,0,0,2.5,0.47,2.56,0.18,216.8,0,0.82,0,0,53.34
Food 407,407,1,0,0,1,0,0,0,0,1,0,4.2,1,50,1,57,6.6,1.4,38,23,0.05,2.5,0,1.98,0.16,0.09,0.18,0,0,0,2.5,0,0,0,0.69,0.15,0,0,0.11,0.14,0,3.5,0.05,15.73,8,0.02,103,81,16,2.31,13.38,0.82,0.78,1.15,0.14,1.83,0.52,0.46,0.06,0.57,0.99,0.94,0.31,0.5,0.39,0.5,0.45,0.06,0.41,0.71,0.11,0,0,0.02,0.01,0,0,0,0,11.75,0.35,2.23,0,26.5,0,0.67,0.5,0,36.93
Food 408,408,1,0,0,1,0,0,0,0,1,0,5.2,1,180,1,3.6,0,0.18,5.4,72,0,63,0,0.68,0.45,0.42,0.05,2455.2,0,3.6,16.2,0,392.4,0,0,0.82,6.66,0,2.95,0.65,0,252,0.36,6.57,28.8,2.87,165.6,340.2,18.36,0.07,0.05,0.61,0.05,2.06,0.23,1.36,0,0.04,0,0.24,0,0.2,0.34,0.03,0.01,0.29,0.35,0,0,0.22,43.61,3.24,9.81,0.22,0.32,0.27,0.11,0.05,0,1.75,0.78,0.01,0,0,0,7.7,1.8,0,23.62
Food 409,409,1,0,0,1,0,0,0,0,1,0,7.3,1,130,1,566.8,0.39,8.19,3.9,644.8,0,9.1,0,19.97,0,0.31,0.48,0,5.2,1.3,9.1,0,0,0,0,0.31,0,1.3,1.52,14.07,0,729.3,0.06,3.04,6.5,0.17,302.9,566.8,0,1.11,0.47,0.08,0,0,0.03,0,0,0,0.11,0,0.02,0.13,0,0,0,0.02,0.02,0,0,0,101.02,8.32,0.12,0,0.08,0,0.1,0,0,12.18,1.22,5.01,6.75,11.7,0,3,23.4,0,3.26
Food 410,410,1,0,0,0,0,0,0,0,0,0,4.5,1,20,1,45.8,0.68,0.2,74.2,11.6,4.94,0.2,0,0.9,0.06,0.09,0.03,13.4,0,0.8,0.2,0,1.8,0,0.8,0.09,0,0,0.23,0.06,0,2.6,0.02,0.57,2.8,0.04,47,71.2,9.5,0.64,5.3,0.34,0.24,0.39,0.07,0.82,0.3,0.17,0.02,0.23,0.34,0.46,0.18,0.23,0.14,0.22,0.2,0.07,0.19,0.31,0.03,0,0,0.01,0.02,0,0.02,0,0.01,0.85,0.35,1.35,0.05,20.6,0,0.55,0,0,14.85
Food 411,411,1,0,0,0,0,0,0,0,0,0,5.8,1,80,1,360.8,9.36,2,15.2,14.4,34.72,2.4,0,3.71,0,0.16,0.4,0,0,0.8,1.6,0,0,0,0.92,0.11,0,0,0.19,0.14,0.08,10.4,0.06,1.18,14.4,0.1,139.2,111.2,30.32,1.78,5.54,1.22,1.04,2.12,0.11,2.65,0.59,0,0.02,0.93,1.32,1.53,0.4,0.77,0.77,0.69,0.74,0,0.07,0.63,6.14,0,0.1,0.03,0,0.02,0.02,0,0,13.99,2.46,0.88,1.4,11.2,0,2,0,0,3.33
Food 412,412,1,0,0,1,0,0,0,0,1,0,1.4,1,20,1,24.2,1.62,0.62,5.4,16.4,10.46,1.2,0,0.88,0.28,0.07,0.11,13.4,12.8,0.8,3.2,0,1.2,0,0.37,0.06,0,0,0.07,0.06,0.04,2.8,0.04,0.56,3.4,0.02,41.4,70,6.46,0.99,4.06,0.32,0.31,0.46,0.06,0.62,0.34,0.17,0.01,0.25,0.31,0.48,0.15,0.21,0.19,0.21,0.18,0.05,0.2,0.32,0.2,0,0,0,0,0.01,0,0,0.01,3.62,0.42,0.21,0.03,20.2,0,3.19,0.2,0,12.2
Food 413,413,1,0,0,1,0,0,0,0,1,0,7.8,1,180,1,401.4,12.96,0,1.8,977.4,0,57.6,0,1.74,0.32,0.38,0.7,0,1.8,3.6,18,0,14.4,0,0,0.12,0,0,3.91,1.82,0,18,0,5.51,12.6,0,3.6,304.2,0.72,0.18,0.81,0.03,0,0,0.03,0,0,0.09,0.27,0.26,0,0,0.09,0,0,0.13,0.34,0,0,0,161.14,5.76,9.79,0,0.07,0.31,0.04,0,0,39.82,0.11,0,0.26,1.8,0,2.2,37.8,0,14.42
Food 414,414,1,0,0,1,0,0,0,0,1,0,4.9,1,110,1,139.7,9.46,1.76,88,63.8,0,6.6,0,6.07,4.42,0.34,0.05,0,27.5,0,0,0,0,0,2.11,0.58,0,0,0.19,0.23,0.66,14.3,0.08,3.03,20.9,0,312.4,316.8,21.89,3.23,21.4,1.81,1.98,2.89,0.27,3.36,1.46,0.96,0.03,1.73,2.37,3.06,0.98,1.16,1.33,1.27,1.35,0.24,1.04,1.59,0.42,0,0.12,0.03,0,0.09,0.06,0,0,3.92,1.28,1.68,0.13,75.9,0,1.56,1.1,0,67.11
Food 415,415,1,0,0,0,0,0,0,0,0,0,2.5,1,120,1,0,0,0,7.2,0,0,2.4,0,0,0,0.25,0,0,0,3.6,16.8,0,24,0,0,0.28,0,0,2.32,0.56,0,0,0.2,1.48,0,0,13.2,13.2,0.48,0,0,0.25,0,0.23,0.18,0.05,0,0.26,0.11,0.26,0,0.17,0.25,0,0,0.4,0,0,0,0,3.19,5.16,0,0.08,0.2,0.14,0.1,0,0,1.03,0,0.24,0,0,17.04,0.91,42,0,117.68
Food 416,416,1,0,0,0,0,0,0,0,0,0,3.7,1,150,1,658.5,2.85,4.8,1.5,613.5,0,3,0,0.26,0.11,0.25,0.03,0,0,0,0,0,24,0,0,0.05,0,0,0.08,0.24,0,0,0,3.48,1.5,0,1.5,187.5,0.9,0,0,0,0,0,0,0,0,0.11,0.02,0.08,0,0,0.12,0,0,0.04,0,0,0,0,46.73,6.3,0,0,0.09,0,0.09,0,0.12,53.54,5.57,4.56,0,15,0.15,6.72,1.5,1.5,130.26
Food 417,417,1,0,0,1,0,0,0,0,1,0,1.8,1,20,1,18.8,4,0.04,14.4,8.8,0,0,0,0,0.05,0.01,0.01,0,2.2,0.4,0,0,1.4,0,0,0.06,0.14,0,0.03,0.02,0,3,0,0.19,3.4,0,16,24.4,6.48,0.03,1.73,0.05,0.27,0.03,0.03,0.75,0.3,0.01,0,0.05,0.01,0.49,0.02,0.18,0.18,0.18,0,0.01,0.11,0.01,16.31,0.02,0,0.01,0.01,0,0.01,0,0,2.33,0.51,2.84,0.15,15,0.02,0.27,0,0,14.5
Food 418,418,1,0,0,0,0,0,0,0,0,0,7.8,1,30,1,32.4,2.7,0.96,86.1,226.5,0,20.4,0,1.11,0.23,0.1,0.15,0,0,0.3,1.2,0,3.6,0,0.96,0.05,0,0,0.33,0.69,0,2.1,0.07,9.95,5.4,0.32,185.7,40.2,4.14,0.06,3.47,0.1,0.37,0,0,0,0,0.02,0.02,0.03,0.12,0,0.03,0.21,0.23,0.25,0,0,0,0.36,20.96,2.37,4.16,0,0.02,0,0,0,0,2.79,4.31,3.1,0.52,0,0.03,0.93,0.3,0,1.03
Food 419,419,1,0,0,1,0,0,0,0,1,0,4,1,110,1,132,8.36,4.95,72.6,1086.8,55.66,3.3,0,7.69,0.36,0.48,0.04,0,0,0,5.5,0,3.3,0,5.06,0.3,0.77,33,1.21,0.42,0.77,41.8,0.13,3.01,18.7,0.55,209,1381.6,37.4,7.35,27.69,1.83,2.02,1.88,0.24,4.19,1.2,0.76,0.13,1.43,2.15,2.06,0.74,0.74,0.9,0.74,0.8,0.13,0.92,1.54,7.96,0,0.08,0,0.1,0.02,0.04,0.06,0,3.49,3.11,9.3,3.17,71.5,0,1.4,1.1,0,2.72
Food 420,420,1,0,0,1,0,0,0,0,1,0,9.6,1,40,1,150.8,2.84,0.08,0.4,16.8,0,7.2,0,0.1,0.04,0.54,0.22,0,0,0.8,6,0,0,0,0,0.13,0,0,0.4,0.05,0.16,38.4,0,6.83,6.4,0.55,140.4,109.2,12,0.12,4.18,0.31,0.02,0.05,0.05,1.28,0.03,0.02,0,0.4,0,0.05,0.06,0.35,0,0.27,0,0,0,0,5.63,0.04,0,0.02,0,0.03,0,0,3.58,4.03,2.67,0.71,0.58,0.4,0.04,1.44,0,0,1.58
Food 421,421,1,0,0,0,0,0,0,0,0,0,9.3,1,80,1,383.2,2.72,0.08,59.2,928,0,55.2,0,2.76,5.1,0.21,0.08,53.6,0.8,0.8,1.6,0,8,0,0.02,0.19,0,0,0.19,0.1,1.6,11.2,0.09,2.23,27.2,0.07,537.6,128,21.92,3.33,25.31,0.94,0.89,0,0.16,2.62,0.77,0.78,0.04,1.02,1.28,1.06,0.56,0.62,0.8,0.76,0.72,0.1,0.7,0.98,62.84,10.32,25.77,0,0,0,0.08,0,0,8.77,6.19,2.99,4.51,59.2,0.08,0.91,0,0,55.86
Food 422,422,1,0,0,1,0,0,0,0,1,0,1.4,1,70,1,23.8,0.14,34.09,0,47.6,0,1.4,0,0.14,0,0.15,0,0,0,2.1,6.3,0.7,9.8,0,0.11,0.19,0,0,0.82,0.17,0,0.7,0,2.07,0,0,9.1,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0.03,0,0,0.02,0,0,0.02,0,0,0,0,0.93,0.07,0,0,0.06,0.08,0.08,0,0,0.46,8.35,4.24,0.13,14.7,0,0.75,0,0,50
Food 423,423,1,0,0,1,0,0,0,0,1,0,5.7,1,100,1,279,14.1,3.1,91,89,0,1,0,3.66,0.21,0.19,0.04,0,6,2,7,0,0,0,1.53,0.37,0,1,0.14,0.97,0,9,0.73,35.14,18,0.05,188,363,5.6,4.13,28.24,1.42,1.27,2.41,0.27,3.58,1.3,0.92,0.15,1.36,2.05,2.2,0.72,0.75,0.93,1.05,1.05,0.3,0.82,1.27,0.94,0.2,0,0.02,0,0.08,0.03,0,0.01,22.42,2.66,0,0.2,91,0.1,2.84,1,0,76.39
Food 424,424,1,0,0,0,0,0,0,0,0,0,2.2,1,50,1,0,0,0,0,0,0,1.5,0,0.13,0,0.05,0,0,0,0,13,0,16,0,0,0.18,0,0,0.3,0.06,0,0,0,0.59,0,0,15.5,1,0.5,0,0,0.09,0,0.06,0.03,0,0,0.09,0.01,0.11,0,0,0.01,0,0,0.2,0,0,0,0,1,2.25,2.2,0,0.1,0.12,0.07,0,0,0.99,0,0,0,0,0,0.91,1,0,50
Food 425,425,1,0,0,1,0,0,0,0,1,0,2.8,1,160,1,40,0,0,4.8,1276.8,0,0,0,0.16,0.03,0.08,0,32700.8,0,3.2,20.8,0,49.6,0,0,0.43,0,0,1.14,0.86,0,0,0.27,2.3,0,0.19,30.4,182.4,3.52,0,0,0.15,0,0.26,0.03,0,0,0.19,0,0.4,0,0,0.22,0,0,0.29,0,0,0.01,0,2.05,0.16,8.05,0.06,0.08,0.24,0.05,0,0,0.9,0,0.09,0,0,0.16,1.89,49.6,0,160
Food 426,426,1,0,0,0,0,0,0,0,0,0,3.9,1,180,1,1164.6,0,0,3.6,0,0,0,0,0.58,0,0.31,0,0,0,5.4,50.4,0,50.4,0,0,0.28,0,0,0.54,0.41,0,0,0,1.57,7.2,0.05,12.6,64.8,3.6,0,0,0.52,0,0.5,0.01,0.12,0,0.31,0.04,0.47,0,0.15,0.06,0,0,0.65,0.15,0,0.08,0,3.08,0.18,0,0.07,0.25,0.23,0.02,0,0,2.38,0,0,0,0,0.18,2.21,3.6,0,164.97
Food 427,427,1,0,0,0,0,0,0,0,0,0,9.2,1,80,1,691.2,2.24,0,0.8,329.6,0,4,0,0.17,0,0.03,0,0,0,0,8.8,0,10.4,0,0,0.07,0,0,0.29,0.2,0,0.8,0,2.02,0,0,0.8,0.8,0.8,0,0,0.02,0,0,0,0,0,0.03,0,0.07,0,0,0.03,0,0,0,0,0,0,0,0.7,0.16,0,0.05,0.1,0.15,0,0,0,0.18,1.67,0,0,0,0.08,0.27,0,0,51.31
Food 428,428,1,0,0,0,0,0,0,0,0,0,4.2,1,160,1,164.8,1.6,5.6,105.6,1934.4,0.16,937.6,1.6,0.54,0.6,0.28,0.1,0,0,0,0,0,6.4,0,0.19,0.41,0,0,0.1,0.3,0.16,4.8,0.17,3.73,0,0,289.6,224,7.2,4.11,4.11,0.11,0.55,0.18,0.16,4.1,3.83,0.28,0.12,1.9,2.83,3.46,1.12,1.47,1.49,1.63,0.17,0,1.3,1.28,31.52,0,0,0,0,0.1,0,0,0,14.77,7.68,4.81,3.51,137.6,0,1.42,0,0,106.54
Food 429,429,1,0,0,0,0,0,0,0,0,0,9.3,1,190,1,0,0,0,9.5,0,0,5.7,0,0.42,0,0,0,0,0,5.7,79.8,0,68.4,0,0,0.96,0,0,1.44,1.35,0,0,0,3.23,0,0,53.2,38,2.66,0,0,0.06,0,0.43,0.1,0,0,0.59,0.4,0.51,0,0,0.09,0,0,0.64,0,0,0,0,5.38,0.19,0,0.23,0.55,0.57,0.11,0,0,180.71,0.02,0,0,0,26.03,0.89,3.8,0,190
Food 430,430,1,0,0,1,0,0,0,0,1,0,1.4,1,60,1,20.4,0.18,0.06,0.6,16.8,0,1.2,0,0,0,0.08,0,0,0,0.6,3.6,0,10.2,0,0.05,0.02,0,0,0.29,0.28,0,0,0.01,0.67,3.6,0,15,40.8,0.06,0,0.27,0.12,0,0,0.15,0,0,0.15,0.05,0.12,0,0,0.03,0,0,0.09,0.08,0,0,0,0.89,2.22,0,0.07,0,0.07,0,0,0,60,0.55,0,0,0,0,0.38,0.6,0,46.94
Food 431,431,1,0,0,1,0,0,0,0,1,0,3.6,1,120,1,0,0,0,0,0,0,16.8,0,0.62,0,0.37,0,1182,0,0,42,0,37.2,0,0,0.61,0,0,0.62,0.43,0,21.6,0.19,1.42,15.6,1.38,140.4,205.2,0.72,0,0,0.44,0,0.47,0.17,0.63,0,0.2,0.19,0.41,0.02,0.07,0.2,0,0.03,0.39,0.08,0,0,0,17.45,4.44,1.76,0,0.26,0.19,0.05,0,0,2.11,0,0,0,0,0.12,0.86,2.4,0,120
Food 432,432,1,0,0,1,0,0,0,0,1,0,7.6,1,190,1,180.5,0,0,1.9,402.8,0,1.9,0,5.24,0.74,0.51,0.13,0,9.5,0,17.1,0,43.7,0,0,0.33,0,0,0.44,0.63,0,1.9,0,1.41,9.5,0.05,66.5,228,0,0.51,0.27,0.18,0,0.09,0,0,0,0,0.19,0,0,0,0,0,0,0.28,0,0,0,0.12,41.72,7.6,4.07,0.02,0.25,2.85,0.1,0.04,0.08,165.97,0.77,0,0,0,0,0.11,55.1,0,177.71
Food 433,433,1,0,0,1,0,0,0,0,1,0,9.7,1,30,1,48.3,2.49,0.84,19.8,12.3,0,1.8,0,1.21,0.26,0.11,0.02,0,0.3,0,2.1,0,1.2,0,0,0.18,0,0,0.04,0.08,0,102,0.04,1.07,4.2,0.01,77.7,94.2,4.92,1.36,8.27,0.47,0.37,0.61,0.1,0.98,0.34,0.32,0.02,0.27,0.66,0.59,0.22,0.35,0.24,0.23,0.36,0.04,0.29,0.48,0.02,0,0,0,0.01,0,0.01,0,0.01,6.59,2.16,0.38,0.89,20.1,0,0.3,0,0,21.39
Food 434,434,1,0,0,1,0,0,0,0,1,0,3.8,1,200,1,802,14.6,2.4,0,1212,45.8,122,0,0.68,0.18,0.56,1.62,0,0,0,36,0,30,0,0.04,0.29,24.4,0,0.68,0.66,0,78,0,5.56,10,2.43,422,298,1.2,0,25.54,0.46,0.17,0,0,0,0.14,0.05,0.06,0.23,0,0.02,0,0,0,0.06,0.06,0.01,0.04,0.02,12.44,23.4,11.5,0.02,0,0.18,0.06,0.2,0,1.64,0.03,11.59,0.26,0,0.2,8.9,2,0,139.62
Food 435,435,1,0,0,1,0,0,0,0,1,0,7.7,1,140,1,397.6,14.98,1.54,35,78.4,0,4.2,0,5.55,0.22,0.28,0.19,0,0,0,0,0,0,0,21.31,0.4,0,0,0.2,0.35,5.46,11.2,0,3.85,159.6,0,330.4,250.6,22.82,8.19,25.93,1.85,1.63,3.05,0.34,4.9,1.33,1.1,0.15,1.5,0,2.35,0.86,1.31,1.22,0.99,1.35,0,1.17,1.81,30.28,12.74,0,0,0,0.07,0,0.07,0.04,13.45,3.93,4.17,0.42,123.2,0,2.86,0,0,76.31
